id,exercise_name,calories,type
2471,Paul Carter Barbell Seated Military Press,394,Strength
2472,TBS Barbell Military Press,416,Strength
2473,Incline Front Barbell Raise - Gethin Variation,446,Strength
2474,Barbell Front Raise - Gethin Variation,431,Strength
2475,Single-arm barbell lateral raise,54,Strength
2476,AM Upright Row,234,Strength
2477,AM Barbell Shoulder Press,118,Strength
2478,Standing barbell shoulder press,327,Strength
2479,King Maker Barbell Thruster,432,Strength
2480,Single-arm incline cable cross-over,105,Strength
2481,Barbell bear complex,493,Strength
2482,30 Shoulders Barbell Shrug,81,Strength
2483,30 Shoulders Incline Face-Up Straight-Bar Front Raise,298,Strength
2484,30 Shoulders Seated Dumbbell Shoulder Press,473,Strength
2485,30 Shoulders Standing Behind-The-Head Shoulder Press,107,Strength
2486,30 Shoulders Standing Barbell Press,352,Strength
2487,FYR2 Wide Overhead Press,421,Strength
2488,Single-arm kettlebell push-press,476,Strength
2489,Two-Arm Kettlebell Military Press,387,Strength
2490,Alternating Kettlebell Press,283,Strength
2491,Single-arm kettlebell snatch,109,Strength
2492,Single-arm kettlebell clean and jerk,299,Strength
2493,Kettlebell pirate ship,374,Strength
2494,Two-Arm Kettlebell Clean,239,Strength
2495,Double Kettlebell Push Press,124,Strength
2496,Kettlebell Seated Press,124,Strength
2497,Double Kettlebell Jerk,114,Strength
2498,Kettlebell Arnold Press,356,Strength
2499,Double-kettlebell windmill,477,Strength
2500,One-Arm Kettlebell Split Snatch,468,Strength
2501,One-Arm Kettlebell Para Press,268,Strength
2502,One-Arm Kettlebell Split Jerk,122,Strength
2503,One-Arm Kettlebell Military Press To The Side,463,Strength
2504,One-Arm Kettlebell Jerk,257,Strength
2505,Double Kettlebell Snatch,219,Strength
2506,Two-Arm Kettlebell Jerk,127,Strength
2507,FYR Kettlebell Power Clean,358,Strength
2508,Kettlebell upright row,120,Strength
2509,Kettlebell upright row and press,236,Strength
2510,Single-arm kettlebell thruster,395,Strength
2511,Double-kettlebell shoulder press,211,Strength
2512,Double-kettlebell push-press,496,Strength
2513,HM Kettlebell Windmill,84,Strength
2514,HM Kettlebell Z-Press,95,Strength
2515,Taylor Half-Kneeling Kettlebell Halo,139,Strength
2516,Taylor Towel Kettlebell Farmer's Walk,453,Strength
2517,FYR2 Double-Kettlebell Alternating Press,107,Strength
2518,FYR2 Double-Kettlebell Thruster,95,Strength
2519,FYR2 Half-Kneeling Kettlebell Clean,387,Strength
2520,FYR2 Kettlebell Clean and Press,462,Strength
2521,FYR2 Kettlebell High Pull to Overhead Press,171,Strength
2522,FYR2 Kettlebell Swing Clean and Press,196,Strength
2523,FYR2 Single-Arm Kettlebell Press,303,Strength
2524,FYR2 Ascending-Rep High-Pull-Press Complex,56,Strength
2525,Dumbbell front raise to lateral raise,232,Strength
2526,Single-arm palm-in dumbbell shoulder press,83,Strength
2527,Standing palms-in shoulder press,264,Strength
2528,Seated Dumbbell Press,347,Strength
2529,Standing dumbbell shoulder press,179,Strength
2530,Single-arm lateral raise,410,Strength
2531,Power Partials,447,Strength
2532,Incline dumbbell reverse fly,378,Strength
2533,Overhead dumbbell front raise,418,Strength
2534,Seated dumbbell shoulder press,96,Strength
2535,Alternating standing shoulder press,119,Strength
2536,Single-arm incline rear delt raise,295,Strength
2537,Alternating dumbbell front raise,395,Strength
2538,Alternating Deltoid Raise,189,Strength
2539,Single-dumbbell front raise,296,Strength
2540,Arnold press,346,Strength
2541,Single-arm standing shoulder press,477,Strength
2542,Dumbbell front raise,288,Strength
2543,Bent-over dumbbell rear delt row,221,Strength
2544,Incline dumbbell front raise,358,Strength
2545,Side Lateral Raise,97,Strength
2546,Dumbbell external shoulder rotation,337,Strength
2547,Single-arm incline lateral raise,342,Strength
2548,Seated rear delt fly,338,Strength
2549,Dumbbell Raise,484,Strength
2550,Seated Side Lateral Raise,146,Strength
2551,Dumbbell Lying Rear Lateral Raise,408,Strength
2552,Head-on-bench dumbbell rear delt raise,96,Strength
2553,Cuban press,391,Strength
2554,Reverse Flyes With External Rotation,412,Strength
2555,Single-arm side lying rear fly,116,Strength
2556,Single-arm dumbbell upright row,457,Strength
2557,Dumbbell Scaption,51,Strength
2558,See-Saw Press (Alternating Side Press),479,Strength
2559,Dumbbell Incline Shoulder Raise,387,Strength
2560,Single-arm half-kneeling shoulder press,300,Strength
2561,Dumbbell Clean And Jerk,87,Strength
2562,Dumbbell shoulder press with body rotation,280,Strength
2563,Dumbbell Fix Dumbbell Military Press,160,Strength
2564,Dumbbell Fix Standing Dumbbell Arnold Press,466,Strength
2565,Dumbbell Fix Dumbbell Single-Arm Snatch,481,Strength
2566,Paul Carter Rear-Delt Fly,146,Strength
2567,FYR Dumbbell Shoulder Press,365,Strength
2568,FYR Single-Arm Dumbbell Press,118,Strength
2569,FYR Dumbbell Tempo L-Raise,195,Strength
2570,Dumbbell seesaw shoulder press,316,Strength
2571,FYR Dumbbell front raise to lateral raise,236,Strength
2572,FYR Dumbbell Arnold Press,480,Strength
2573,FYR Dumbbell Military Press to Dumbbell High Pull to V-up,232,Strength
2574,FYR Dumbbell Thruster,419,Strength
2575,Dumbbell hang snatch,436,Strength
2576,Surfer sprawl,133,Strength
2577,Dumbbell clean and press,488,Strength
2578,Standing One-Arm Shoulder Press - Gethin Variation,106,Strength
2579,Incline Front Dumbbell Raise - Gethin Variation,373,Strength
2580,Dumbbell lateral raise,123,Strength
2581,Incline Rear-Delt Fly - Gethin Variation,124,Strength
2582,Incline Bench Rear Dumbbell Fly - Gethin Variation,334,Strength
2583,Dumbbell front raise and press,441,Strength
2584,Rotator cuff warm-up,161,Strength
2585,Seated Lateral Raise - Gethin Variation,61,Strength
2586,Single-arm dumbbell arc row,77,Strength
2587,Incline Rear Delt Raises - Gethin Variation,289,Strength
2588,Incline Dumbbell Y Raise,96,Strength
2589,HM Bent-Over Rear-Delt Fly,101,Strength
2590,HM Dumbbell Shoulder Press,142,Strength
2591,HM Single-Leg Overhead Dumbbell Press,195,Strength
2592,6 Way Shoulder Raise,293,Strength
2593,Seated dumbbell lateral raise,441,Strength
2594,AM Dumbbell Shoulder Press,232,Strength
2595,AM Dumbbell Side Raise,287,Strength
2596,AM Front Raise,383,Strength
2597,UP Dumbbell Lateral Raise,116,Strength
2598,UP Seated Dumbbell Overhead Press,440,Strength
2599,AA Incline Bench Dumbbell Reverse Fly,220,Strength
2600,CM Forward Shoulder Press,176,Strength
2601,Dumbbell Halo,293,Strength
2602,Standing Dumbbell Scap Raise,137,Strength
2603,Holman Overhead Press,258,Strength
2604,Holman Slow Weighted Half Jack to Overhead Press,281,Strength
2605,Holman Slow Arnold Press,316,Strength
2606,Holman Boat Arnold Press with Feet Push-Out,494,Strength
2607,Holman Dumbbell Hip Drive to Overhead Press,387,Strength
2608,Holman Squat Thrust to Alternating Renegade Triceps Press,161,Strength
2609,Holman Cheer Press,479,Strength
2610,Holman Left Arm Press with Right Arm Hold,220,Strength
2611,Holman Right Arm Press with Left Arm Hold,329,Strength
2612,Holman Left Front Raise with Right Hold,319,Strength
2613,Holman Right Front Raise with Left Hold,129,Strength
2614,Holman Alternating Front Raise to Side Raise,146,Strength
2615,Holman Heavy Right Arm Overhead Press,355,Strength
2616,Holman Heavy Left Arm Overhead Press,281,Strength
2617,Holman Right Arm Heavy Overhead Press,408,Strength
2618,Holman Right Diagonal Lunge to Overhead Press,449,Strength
2619,Holman Left Arm Heavy Overhead Press,138,Strength
2620,Holman Weighted Palms-In Overhead Press,197,Strength
2621,Dumbbell racked carry,208,Strength
2622,Dumbbell clean and push-press,209,Strength
2623,Total Fitness Dumbbell Farmer's Carry,253,Strength
2624,Single-arm dumbbell racked carry,369,Strength
2625,Jordan Shallow Dumbbell Pull-Over,283,Strength
2626,King Maker Dumbbell Lateral Raise,219,Strength
2627,Dumbbell shadow boxing,129,Strength
2628,King Maker Dumbbell Farmer's Carry,198,Strength
2629,King Maker Dumbbell Shrug,165,Strength
2630,30 Shoulders Alternating Dumbbell Front Raise,60,Strength
2631,30 Shoulders Bent-Over Dumbbell Reverse Fly,140,Strength
2632,30 Shoulders Dumbbell Front Raise,142,Strength
2633,30 Shoulders Dumbbell Lateral Raise,322,Strength
2634,30 Shoulders Dumbbell Shrug,146,Strength
2635,30 Shoulders Incline Face-Down Dumbbell Reverse Fly,381,Strength
2636,30 Shoulders Seated Dumbbell Front Raise,455,Strength
2637,30 Shoulders Seated Dumbbell Side Raise,416,Strength
2638,30 Shoulders Neutral-Grip Arnold Press,303,Strength
2639,30 Shoulders Standing Dumbbell Upright Row,436,Strength
2640,MetaBurn 3-Way Shoulder Raise,262,Strength
2641,MetaBurn Dumbbell Overhead Press,246,Strength
2642,MetaBurn Single-Leg Arnold Press,350,Strength
2643,RG Forward-Leaning Dumbbell Upright Row,218,Strength
2644,RG Alternating Seated Dumbbell Lateral Raise,174,Strength
2645,RG Seated Dumbbell Shoulder Press,133,Strength
2646,FYR2 Dumbbell Clean and Jerk,59,Strength
2647,FYR2 Dumbbell Cross-Body Front Raise,79,Strength
2648,FYR2 Dumbbell Front Raise,426,Strength
2649,FYR2 Dumbbell Lateral Raise,146,Strength
2650,FYR2 Lateral Raise Hold,72,Strength
2651,FYR2 Seesaw Dumbbell Military Press,122,Strength
2652,FYR2 Single-Dumbbell Halo,399,Strength
2653,FYR2 Single-Dumbbell Overhead Press,403,Strength
2654,Car driver,212,Strength
2655,Arnold press,168,Strength
2656,Front Plate Raise,474,Strength
2657,Battle ropes,60,Strength
2658,Seated rear delt fly,189,Strength
2659,Circus Bell,203,Strongman
2660,Landmine Linear Jammer,73,Strength
2661,Crucifix,365,Strongman
2662,Bar shoulder extension stretch,117,Stretching
2663,Chair Upper Body Stretch,452,Stretching
2664,Sled Reverse Flye,428,Strength
2665,Plate shoulder circle big to small,439,Strength
2666,Sled Overhead Backward Walk,430,Strength
2667,Log Lift,368,Strongman
2668,Standing suspended rear delt fly,317,Strength
2669,Waiter's carry,391,Strength
2670,Towel dumbbell front raise,81,Strength
2671,Reach-roll-lift combo,213,Stretching
2672,Upright Row - Gethin Variation,477,Strength
2673,Squat Press Shoulder Press - Gethin Variation,363,Strength
2674,Plate lateral raise,349,Strength
2675,Standing Military Press - Gethin Variation,126,Strength
2676,Bent-over plate rear delt raise,455,Strength
2677,Single-arm landmine press,88,Strength
2678,Plate front raise,209,Strength
2679,Holman Slow Overhead Press,490,Strength
2680,30 Shoulders Plate Front Raise,413,Strength
2681,Single-arm landmine push-press,322,Strength
2682,Single-arm cable front raise,427,Strength
2683,Cable Internal Rotation,399,Strength
2684,Seated face pull,247,Strength
2685,Single-arm bent-over cable rear delt fly,259,Strength
2686,Seated cable shoulder press,212,Strength
2687,Standing face pull,312,Strength
2688,Standing cable rear delt row,252,Strength
2689,Standing Low-Pulley Deltoid Raise,228,Strength
2690,Standing crossed-cable rear delt fly,278,Strength
2691,Cable Shoulder Press,201,Strength
2692,Alternating Cable Shoulder Press,320,Strength
2693,Cable Seated Lateral Raise,321,Strength
2694,Single-arm lying cable front raise,353,Strength
2695,Lying cable front raise,218,Strength
2696,Cable Rear Delt Fly - Gethin Variation,481,Strength
2697,One-Arm Cable Side Raise - Gethin Variation,366,Strength
2698,Rope Face Pull - Gethin Variation,316,Strength
2699,Lying cable lateral raise,281,Strength
2700,Cable seated row,270,Strength
2701,Single-arm cable lateral raise,325,Strength
2702,UP Cable Face Pull,128,Strength
2703,AA Cable Leaning Side Raise,292,Strength
2704,30 Shoulders Bent-Over Low Cable Reverse Fly,323,Strength
2705,30 Shoulders Cable Rope Face Pull,436,Strength
2706,30 Shoulders Cable Straight-Bar Front Raise,246,Strength
2707,30 Shoulders Cable Straight-Bar Upright Row,323,Strength
2708,30 Shoulders High Cable Reverse Fly,401,Strength
2709,30 Shoulders Single-Arm Bent-Over Cable Reverse Fly,391,Strength
2710,30 Shoulders Single-Arm Cable Front Raise,84,Strength
2711,30 Shoulders Single-Arm Leaning Cable Lateral Raise,309,Strength
2712,RG 3-Way Single-Arm Rear Delt Cable Fly,421,Strength
2713,RG Single-Arm Cross-Body Cable Front Raise,57,Strength
2714,Smith machine shoulder press,53,Strength
2715,Machine shoulder press,55,Strength
2716,Reverse Machine Flyes,424,Strength
2717,Single-arm Smith machine upright row,392,Strength
2718,Machine Lateral Raise,54,Strength
2719,Smith machine behind-the-neck press,201,Strength
2720,Smith Machine Behind-The-Neck Press - Gethin Variation,262,Strength
2721,30 Shoulders Leg Press Shoulder Press,351,Strength
2722,30 Shoulders Machine Shoulder Press,124,Strength
2723,30 Shoulders Pec-Deck Reverse Fly,215,Strength
2724,30 Shoulders Smith Machine Behind-The-Head Press,437,Strength
2725,30 Shoulders Smith Machine Shoulder Press,387,Strength
2726,Handstand push-up,277,Strength
2727,Upward Stretch,191,Stretching
2728,Shoulder Circles,296,Stretching
2729,Cross-body shoulder stretch,190,Stretching
2730,Arm circle,330,Stretching
2731,Seated Front Deltoid,229,Stretching
2732,Shoulder Raise,246,Stretching
2733,Hand Stand Push-Up,391,Strength
2734,Wall walk,78,Strength
2735,Return Push from Stance,204,Plyometrics
2736,Wall shoulder tap,57,Strength
2737,Bear crawl shoulder tap,322,Strength
2738,Shadow boxing,249,Cardio
2739,Bear crawl fire feet,428,Cardio
2740,Wall sprawl,225,Plyometrics
2741,Bent Over Shoulder Y,434,Stretching
2742,Shoulder L,424,Strength
2743,Shoulder Dislocation Stretch-Dowel,458,Stretching
2744,TBS Inverted Row,450,Strength
2745,PVC Shoulder Stretch,397,Stretching
2746,Shoulder T,68,Stretching
2747,HM Arm Circle,476,Strength
2748,HM Shoulder Stretch,259,Stretching
2749,HM Shoulder Stretch on Floor,483,Stretching
2750,HM Shoulder Tap,463,Stretching
2751,HM Hand-On-Wall Stretch,83,Strength
2752,HM Jumping Arm Circle,142,Strength
2753,Kipping Clapping Pull-Up,287,Strength
2754,Holman Kneeling Overhead Press to Donkey Kick,135,Strength
2755,Floor angel,169,Strength
2756,Shoulder extension stretch,189,Strength
2757,Backward Medicine Ball Throw,332,Plyometrics
2758,Medicine ball scoop throw,314,Plyometrics
2759,Standing Two-Arm Overhead Throw,107,Plyometrics
2760,Incline face-down bar front raise,400,Strength
2761,Incline anti-gravity shoulder press,280,Strength
2762,30 Shoulders EZ-Bar Front Raise,192,Strength
2763,Side Wrist Pull,377,Stretching
2764,Elbow Circles,429,Stretching
2765,Kneeling Arm Drill,392,Plyometrics
2766,Bent-over shoulder rotation,412,Strength
2767,Band overhead triceps press,446,Strength
2768,Band overhead triceps extension,436,Strength
2769,Band straight-arm pull-down,404,Strength
2770,Band skullcrusher,416,Strength
2771,Single-arm band kick-back,185,Strength
2772,Incline EZ-bar skullcrusher,373,Strength
2773,Decline Close-Grip Bench To Skull Crusher,150,Strength
2774,Bench Press - Powerlifting,459,Powerlifting
2775,Behind-the-head skullcrusher,85,Strength
2776,Standing barbell overhead triceps extension,58,Strength
2777,Reverse-grip bench press,133,Strength
2778,Bench Press with Chains,307,Powerlifting
2779,Floor Press,374,Powerlifting
2780,One Arm Floor Press,248,Strength
2781,Pin Presses,230,Powerlifting
2782,JM Press With Bands,270,Strength
2783,JM Press,479,Strength
2784,Floor Press with Chains,156,Powerlifting
2785,Reverse Band Bench Press,309,Powerlifting
2786,Decline Barbell Triceps Extension - Gethin Variation,322,Strength
2787,AM Skullcrusher,448,Strength
2788,30 Arms Close-Grip Bench Press,62,Strength
2789,30 Arms Barbell Skullcrusher,185,Strength
2790,FYR2 Sprawl Over Kettlebell,382,Strength
2791,Dumbbell floor press,377,Powerlifting
2792,Seated triceps press,175,Strength
2793,Tricep Dumbbell Kickback,383,Strength
2794,Standing Dumbbell Triceps Extension,314,Strength
2795,Double-arm triceps kick-back,360,Strength
2796,Single-arm dumbbell triceps extension,462,Strength
2797,Decline Dumbbell Triceps Extension,112,Strength
2798,Dumbbell skullcrusher,226,Strength
2799,One Arm Pronated Dumbbell Triceps Extension,347,Strength
2800,One Arm Supinated Dumbbell Triceps Extension,93,Strength
2801,Seated Bent-Over Two-Arm Dumbbell Triceps Extension,121,Strength
2802,Tate Press,72,Strength
2803,Standing Bent-Over One-Arm Dumbbell Triceps Extension,291,Strength
2804,Seated Bent-Over One-Arm Dumbbell Triceps Extension,163,Strength
2805,Dumbbell Tricep Extension -Pronated Grip,71,Strength
2806,V-sit with overhead triceps extension,306,Strength
2807,PJR Pull-Over,205,Strength
2808,Paul Carter Dumbbell Kick-Back,474,Strength
2809,Single-arm dumbbell skullcrusher,362,Strength
2810,Dumbbells-together incline bench press,301,Strength
2811,Incline dumbbell overhead triceps extension,392,Strength
2812,Dumbbell Crush Press,246,Strength
2813,Holman Hovering Renegade Triceps Press,307,Strength
2814,Holman Heavy Triceps Press to Overhead Press,124,Strength
2815,Total Fitness Close-Grip Dumbbell Press,449,Strength
2816,Dumbbell row to triceps kick-back,111,Strength
2817,Rolling triceps press,231,Strength
2818,MetaBurn Skullcrusher to Ab Crunch,279,Strength
2819,FYR2 Single-Dumbbell Triceps Extension,352,Strength
2820,30 Arms Overhead Dumbbell Triceps Extension,255,Strength
2821,30 Arms Dumbbell Skullcrusher,297,Strength
2822,30 Arms Dumbbell Kick-Back,92,Strength
2823,30 Arms BFR Dumbbell Kick-Back,456,Strength
2824,Dumbbell saw triceps skullcrusher,316,Strength
2825,Chain Handle Extension,297,Powerlifting
2826,Sled Overhead Triceps Extension,293,Strength
2827,Body Triceps Press Using Flat Bench,308,Strength
2828,Suspended Triceps Press,250,Strength
2829,Seated triceps push-down,389,Strength
2830,Machine triceps extension-,193,Strength
2831,Holman Overhead Weighted Triceps Press,245,Strength
2832,30 Arms Weighted Triceps Dip,81,Strength
2833,Cable V-bar push-down,432,Strength
2834,Reverse Grip Triceps Pushdown,82,Strength
2835,Kneeling cable triceps extension,127,Strength
2836,Single-arm cable triceps extension,331,Strength
2837,Dip Machine,71,Strength
2838,Triceps Pushdown,419,Strength
2839,Low cable overhead triceps extension,444,Strength
2840,Lying cable triceps extension,373,Strength
2841,Low Cable Triceps Extension,417,Strength
2842,Cable overhead triceps extension,269,Strength
2843,Single-arm low cable triceps extension,273,Strength
2844,Incline cable straight-bar triceps extension,123,Strength
2845,Paul Carter Overhead Rope Triceps Extension,118,Strength
2846,TBS Rope Cable Push-Down,179,Strength
2847,Single-arm cable triceps kick-back,83,Strength
2848,Incline cable rope triceps extension,125,Strength
2849,Reverse-grip cable straight-bar push-down,140,Strength
2850,Kneeling Cable Triceps Extension - Gethin Variation,362,Strength
2851,Cable Overhead Triceps Extension - Gethin Variation,246,Strength
2852,Reverse-Grip Cable Triceps Pushdown - Gethin Variation,279,Strength
2853,Cable Triceps Extension - Gethin Variation,226,Strength
2854,Single-arm incline triceps extension,251,Strength
2855,Triceps Overhead Extension with Rope - Gethin Variation,354,Strength
2856,Cable rope push-down,490,Strength
2857,Cable straight-bar push-down,287,Strength
2858,Straight-arm bar pull-down,227,Strength
2859,AM Rope Triceps Pushdown,350,Strength
2860,AM Bar Triceps Push-Down,444,Strength
2861,Rope overhead triceps extension,333,Strength
2862,UP Rope Push-down,216,Strength
2863,UP Triceps Extension Straight-Bar Push-Down,467,Strength
2864,LD Cable One-Arm Upright Row,296,Strength
2865,30 Arms Underhand Cable Straight-Bar Push-Down,445,Strength
2866,30 Arms Single-Arm Reverse-Grip Cable Push-Down,86,Strength
2867,30 Arms Cable V-Bar Push-Down,414,Strength
2868,30 Arms Cable Straight-Bar Push-Down,143,Strength
2869,30 Arms Cable Rope Push-Down,93,Strength
2870,30 Arms Cable Rope Overhead Triceps Extension,144,Strength
2871,BFR underhand straight-bar push-down,214,Strength
2872,BFR overhand straight-bar push-down,144,Strength
2873,BFR cable rope push-down,356,Strength
2874,Triceps Pressdown,413,Strength
2875,Machine Triceps Extension,147,Strength
2876,Smith machine end-grip shoulder press,332,Strength
2877,Assist machine triceps push-down,188,Strength
2878,Smith machine close-grip bench press-,232,Strength
2879,Machine Triceps Extension - Gethin Variation,494,Strength
2880,Overhead Machine Triceps Extension - Gethin Variation,455,Strength
2881,30 Arms Machine Triceps Dip,121,Strength
2882,Triceps dip,108,Strength
2883,Weighted bench dip,191,Strength
2884,Push-Ups - Close Triceps Position,322,Strength
2885,Parallel Bar Dip,134,Strength
2886,Ring dip,483,Strength
2887,Feet-elevated bench dip,169,Strength
2888,Bodyweight triceps press,456,Strength
2889,Standing Towel Triceps Extension,98,Strength
2890,Tricep Side Stretch,385,Stretching
2891,Triceps Stretch,159,Stretching
2892,Overhead Triceps,364,Stretching
2893,Russian Bar Dip,443,Strength
2894,Straight-arm plank with kick-back,66,Strength
2895,TBS Dip,185,Strength
2896,Bench Dips - Gethin Variation,74,Strength
2897,Banded dip,196,Strength
2898,Bench Dip - Gethin Variation,302,Strength
2899,HM Chair Dip,183,Strength
2900,Bench dip,197,Strength
2901,Holman Step Triceps Dip,353,Strength
2902,Holman Chair Triceps Dip,217,Strength
2903,Bodyweight Triceps Rope Press,118,Strength
2904,Holman Heavy Triceps Overhead Press,254,Strength
2905,Holman Couch Triceps Dip,159,Strength
2906,FYR2 Triceps Push-Up,461,Strength
2907,30 Arms Triceps Dip,189,Strength
2908,30 Arms Close-Grip Push-Up,376,Strength
2909,30 Arms BFR Close-Grip Push-Up,453,Strength
2910,Supine Chest Throw,301,Plyometrics
2911,Decline EZ-bar skullcrusher,297,Strength
2912,EZ-Bar Skullcrusher,329,Strength
2913,EZ-bar skullcrusher-,427,Strength
2914,Lying Close-Grip Barbell Triceps Press To Chin,196,Strength
2915,EZ-Bar Skullcrusher - Gethin Variation,56,Strength
2916,TBS Skullcrusher,144,Strength
2917,30 Arms EZ-Bar Skullcrusher,117,Strength
